timestamp,event_id,split,event_type,site_id,synthetic_data,field_validated,distance_a_cm,distance_b_cm,rise_a_cm_min,rise_b_cm_min,distance_delta_abs_cm,current_precipitation_mm,rain_1h_mm,rain_6h_mm,max_probability_6h,node_a_valid,node_b_valid,node_a_online,node_b_online,weather_stale,label_available,critical_within_5min
2026-07-01T06:09:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.859,13.098,0.08,0.0,0.239,0.0,0.0,0.0,8.4,1,1,1,1,0,1,0
2026-07-01T06:10:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.836,13.006,0.023,0.092,0.17,0.0,0.0,0.0,10.5,1,1,1,1,0,1,0
2026-07-01T06:11:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,13.015,12.957,-0.179,0.049,0.058,0.0,0.0,0.0,18.3,1,1,1,1,0,1,0
2026-07-01T06:12:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.823,13.044,0.192,-0.087,0.221,0.0,0.0,0.0,12.5,1,1,1,1,0,1,0
2026-07-01T06:13:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.85,13.097,-0.027,-0.053,0.247,0.0,0.0,0.0,14.7,1,1,1,1,0,1,0
2026-07-01T06:14:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.739,12.944,0.111,0.153,0.205,0.0,0.0,0.0,8.9,1,1,1,1,0,1,0
2026-07-01T06:15:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.881,12.988,-0.142,-0.044,0.107,0.0,0.0,0.0,19.9,1,1,1,1,0,0,
2026-07-01T06:16:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.827,13.062,0.054,-0.074,0.235,0.0,0.0,0.0,22.3,1,1,1,1,0,0,
2026-07-01T06:17:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.777,13.075,0.05,-0.013,0.298,0.0,0.0,0.0,15.9,1,1,1,1,0,0,
2026-07-01T06:18:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.85,13.009,-0.073,0.066,0.159,0.0,0.0,0.0,21.6,1,1,1,1,0,0,
2026-07-01T06:19:00Z,SYN-002,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.956,12.992,-0.106,0.017,0.036,0.0,0.0,0.0,13.8,1,1,1,1,0,0,
2026-07-01T09:00:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.954,13.189,0.0,0.0,0.235,0.0,0.0,0.0,21.9,1,1,1,1,0,1,0
2026-07-01T09:01:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,13.048,13.217,-0.094,-0.028,0.169,0.0,0.0,0.0,17.0,1,1,1,1,0,1,0
2026-07-01T09:02:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.967,13.043,0.081,0.174,0.076,0.0,0.0,0.0,15.7,1,1,1,1,0,1,0
2026-07-01T09:03:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.989,13.282,-0.022,-0.239,0.293,0.0,0.0,0.0,21.9,1,1,1,1,0,1,0
2026-07-01T09:04:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,13.009,13.262,-0.02,0.02,0.253,0.0,0.0,0.0,18.9,1,1,1,1,0,1,0
2026-07-01T09:05:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,13.007,13.248,0.002,0.014,0.241,0.0,0.0,0.0,22.5,1,1,1,1,0,1,0
2026-07-01T09:06:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,13.069,13.067,-0.062,0.181,0.002,0.0,0.0,0.0,17.5,1,1,1,1,0,1,0
2026-07-01T09:07:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,13.022,13.093,0.047,-0.026,0.071,0.0,0.0,0.0,12.4,1,1,1,1,0,1,0
2026-07-01T09:08:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.998,13.387,0.024,-0.294,0.389,0.0,0.0,0.0,16.7,1,1,1,1,0,1,0
2026-07-01T09:09:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.965,13.224,0.033,0.163,0.259,0.0,0.0,0.0,14.0,1,1,1,1,0,1,0
2026-07-01T09:10:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.845,12.919,0.12,0.305,0.074,0.0,0.0,0.0,11.5,1,1,1,1,0,1,0
2026-07-01T09:11:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.795,13.195,0.05,-0.276,0.4,0.0,0.0,0.0,11.4,1,1,1,1,0,1,0
2026-07-01T09:12:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.85,13.105,-0.055,0.09,0.255,0.0,0.0,0.0,10.6,1,1,1,1,0,1,0
2026-07-01T09:13:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.767,12.777,0.083,0.328,0.01,0.0,0.0,0.0,11.8,1,1,1,1,0,1,0
2026-07-01T09:14:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.793,12.916,-0.026,-0.139,0.123,0.0,0.0,0.0,12.3,1,1,1,1,0,1,0
2026-07-01T09:15:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.761,13.126,0.032,-0.21,0.365,0.0,0.0,0.0,15.1,1,1,1,1,0,0,
2026-07-01T09:16:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.969,13.152,-0.208,-0.026,0.183,0.0,0.0,0.0,8.1,1,1,1,1,0,0,
2026-07-01T09:17:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.799,12.924,0.17,0.228,0.125,0.0,0.0,0.0,18.2,1,1,1,1,0,0,
2026-07-01T09:18:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.814,13.034,-0.015,-0.11,0.22,0.0,0.0,0.0,22.4,1,1,1,1,0,0,
2026-07-01T09:19:00Z,SYN-003,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.948,13.025,-0.134,0.009,0.077,0.0,0.0,0.0,8.1,1,1,1,1,0,0,
2026-07-01T12:00:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.849,13.107,0.0,0.0,0.258,0.0,0.0,0.0,20.9,1,1,1,1,0,1,0
2026-07-01T12:01:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.899,13.104,-0.05,0.003,0.205,0.0,0.0,0.0,17.5,1,1,1,1,0,1,0
2026-07-01T12:02:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.992,13.141,-0.093,-0.037,0.149,0.0,0.0,0.0,19.7,1,1,1,1,0,1,0
2026-07-01T12:03:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,13.057,13.126,-0.065,0.015,0.069,0.0,0.0,0.0,9.5,1,1,1,1,0,1,0
2026-07-01T12:04:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,13.078,13.067,-0.021,0.059,0.011,0.0,0.0,0.0,16.7,1,1,1,1,0,1,0
2026-07-01T12:05:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.975,13.056,0.103,0.011,0.081,0.0,0.0,0.0,22.2,1,1,1,1,0,1,0
2026-07-01T12:06:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.871,13.275,0.104,-0.219,0.404,0.0,0.0,0.0,22.6,1,1,1,1,0,1,0
2026-07-01T12:07:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.923,13.05,-0.052,0.225,0.127,0.0,0.0,0.0,18.9,1,1,1,1,0,1,0
2026-07-01T12:08:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.945,13.107,-0.022,-0.057,0.162,0.0,0.0,0.0,19.7,1,1,1,1,0,1,0
2026-07-01T12:09:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.955,13.111,-0.01,-0.004,0.156,0.0,0.0,0.0,21.6,1,1,1,1,0,1,0
2026-07-01T12:10:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.845,13.072,0.11,0.039,0.227,0.0,0.0,0.0,10.6,1,1,1,1,0,1,0
2026-07-01T12:11:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.751,13.09,0.094,-0.018,0.339,0.0,0.0,0.0,16.5,1,1,1,1,0,1,0
2026-07-01T12:12:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.818,13.084,-0.067,0.006,0.266,0.0,0.0,0.0,13.8,1,1,1,1,0,1,0
2026-07-01T12:13:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.684,12.848,0.134,0.236,0.164,0.0,0.0,0.0,21.0,1,1,1,1,0,1,0
2026-07-01T12:14:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.732,13.102,-0.048,-0.254,0.37,0.0,0.0,0.0,20.6,1,1,1,1,0,1,0
2026-07-01T12:15:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.822,13.099,-0.09,0.003,0.277,0.0,0.0,0.0,9.2,1,1,1,1,0,0,
2026-07-01T12:16:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.911,13.162,-0.089,-0.063,0.251,0.0,0.0,0.0,14.3,1,1,1,1,0,0,
2026-07-01T12:17:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.676,12.964,0.235,0.198,0.288,0.0,0.0,0.0,20.2,1,1,1,1,0,0,
2026-07-01T12:18:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.91,13.086,-0.234,-0.122,0.176,0.0,0.0,0.0,22.3,1,1,1,1,0,0,
2026-07-01T12:19:00Z,SYN-004,train,normal_dry,SYNTHETIC-DRAIN-01,1,0,12.96,13.217,-0.05,-0.131,0.257,0.0,0.0,0.0,13.3,1,1,1,1,0,0,
2026-07-01T15:00:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.011,13.034,0.0,0.0,0.023,0.997,3.861,15.202,72.8,1,1,1,1,0,1,0
2026-07-01T15:01:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.991,13.141,0.02,-0.107,0.15,1.104,4.279,16.812,77.0,1,1,1,1,0,1,0
2026-07-01T15:02:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.022,13.174,-0.031,-0.033,0.152,0.854,4.241,17.888,76.0,1,1,1,1,0,1,0
2026-07-01T15:03:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.944,13.159,0.078,0.015,0.215,1.006,4.839,18.773,71.3,1,1,1,1,0,1,0
2026-07-01T15:04:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.97,13.286,-0.026,-0.127,0.316,1.038,4.77,19.258,73.8,1,1,1,1,0,1,0
2026-07-01T15:05:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.052,13.087,-0.082,0.199,0.035,1.104,5.065,19.405,75.7,1,1,1,1,0,1,0
2026-07-01T15:06:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.15,13.12,-0.098,-0.033,0.03,1.154,5.308,19.839,78.8,1,1,1,1,0,1,0
2026-07-01T15:07:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.858,13.064,0.292,0.056,0.206,1.479,5.559,20.691,75.0,1,1,1,1,0,1,0
2026-07-01T15:08:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.954,13.095,-0.096,-0.031,0.141,1.003,6.173,21.316,78.6,1,1,1,1,0,1,0
2026-07-01T15:09:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.889,12.987,0.065,0.108,0.098,1.385,6.321,20.996,84.0,1,1,1,1,0,1,0
2026-07-01T15:10:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.89,13.006,-0.001,-0.019,0.116,1.566,6.275,23.158,80.5,1,1,1,1,0,1,0
2026-07-01T15:11:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.867,13.075,0.023,-0.069,0.208,1.399,6.465,23.543,82.1,1,1,1,1,0,1,0
2026-07-01T15:12:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.743,13.023,0.124,0.052,0.28,1.591,6.773,23.378,85.7,1,1,1,1,0,1,0
2026-07-01T15:13:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.72,12.985,0.023,0.038,0.265,1.536,7.529,24.844,87.3,1,1,1,1,0,1,0
2026-07-01T15:14:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.647,12.901,0.073,0.084,0.254,1.661,7.674,25.733,86.7,1,1,1,1,0,1,0
2026-07-01T15:15:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.744,12.918,-0.097,-0.017,0.174,1.695,7.867,26.369,89.7,1,1,1,1,0,0,
2026-07-01T15:16:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.855,12.901,-0.111,0.017,0.046,1.915,7.777,25.556,89.9,1,1,1,1,0,0,
2026-07-01T15:17:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.747,12.768,0.108,0.133,0.021,1.942,7.966,27.771,88.9,1,1,1,1,0,0,
2026-07-01T15:18:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.649,13.009,0.098,-0.241,0.36,1.928,8.639,27.525,91.2,1,1,1,1,0,0,
2026-07-01T15:19:00Z,SYN-005,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.717,13.04,-0.068,-0.031,0.323,1.97,8.698,28.82,87.7,1,1,1,1,0,0,
2026-07-01T18:00:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.868,13.238,0.0,0.0,0.37,0.709,4.209,16.696,70.7,1,1,1,1,0,1,0
2026-07-01T18:01:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.853,13.071,0.015,0.167,0.218,0.718,4.006,15.815,75.5,1,1,1,1,0,1,0
2026-07-01T18:02:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.936,13.038,-0.083,0.033,0.102,1.079,4.654,17.411,77.6,1,1,1,1,0,1,0
2026-07-01T18:03:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.992,13.233,-0.056,-0.195,0.241,0.87,4.778,18.652,72.1,1,1,1,1,0,1,0
2026-07-01T18:04:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.085,13.187,-0.093,0.046,0.102,1.039,4.738,19.515,75.8,1,1,1,1,0,1,0
2026-07-01T18:05:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.005,13.249,0.08,-0.062,0.244,1.021,5.289,18.385,80.1,1,1,1,1,0,1,0
2026-07-01T18:06:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.968,13.196,0.037,0.053,0.228,1.227,5.326,19.591,79.8,1,1,1,1,0,1,0
2026-07-01T18:07:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.139,13.058,-0.171,0.138,0.081,1.158,5.928,21.31,75.2,1,1,1,1,0,1,0
2026-07-01T18:08:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.933,13.036,0.206,0.022,0.103,1.353,6.21,21.008,83.8,1,1,1,1,0,1,0
2026-07-01T18:09:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.001,13.165,-0.068,-0.129,0.164,1.208,6.45,20.966,80.5,1,1,1,1,0,1,0
2026-07-01T18:10:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.9,12.974,0.101,0.191,0.074,1.395,6.686,23.238,79.0,1,1,1,1,0,1,0
2026-07-01T18:11:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.85,12.951,0.05,0.023,0.101,1.517,6.957,22.6,80.0,1,1,1,1,0,1,0
2026-07-01T18:12:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.796,12.957,0.054,-0.006,0.161,1.578,7.175,22.95,84.8,1,1,1,1,0,1,0
2026-07-01T18:13:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.675,12.908,0.121,0.049,0.233,1.648,7.471,25.398,81.4,1,1,1,1,0,1,0
2026-07-01T18:14:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.737,12.961,-0.062,-0.053,0.224,1.556,7.332,24.784,86.8,1,1,1,1,0,1,0
2026-07-01T18:15:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.637,13.127,0.1,-0.166,0.49,1.477,7.842,24.899,84.8,1,1,1,1,0,0,
2026-07-01T18:16:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.629,12.979,0.008,0.148,0.35,1.69,8.21,25.619,87.0,1,1,1,1,0,0,
2026-07-01T18:17:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.726,13.047,-0.097,-0.068,0.321,1.719,8.475,26.915,86.9,1,1,1,1,0,0,
2026-07-01T18:18:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.65,12.987,0.076,0.06,0.337,1.708,8.243,27.677,87.9,1,1,1,1,0,0,
2026-07-01T18:19:00Z,SYN-006,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.814,12.868,-0.164,0.119,0.054,2.101,8.827,27.842,88.9,1,1,1,1,0,0,
2026-07-01T21:00:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.906,13.129,0.0,0.0,0.223,0.785,4.158,15.958,75.3,1,1,1,1,0,1,0
2026-07-01T21:01:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.902,13.085,0.004,0.044,0.183,1.032,4.456,16.02,69.7,1,1,1,1,0,1,0
2026-07-01T21:02:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.067,13.287,-0.165,-0.202,0.22,0.977,4.716,16.688,76.2,1,1,1,1,0,1,0
2026-07-01T21:03:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.075,13.25,-0.008,0.037,0.175,0.949,4.654,17.6,72.1,1,1,1,1,0,1,0
2026-07-01T21:04:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.924,13.209,0.151,0.041,0.285,0.881,4.771,19.033,76.6,1,1,1,1,0,1,0
2026-07-01T21:05:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.02,13.322,-0.096,-0.113,0.302,0.968,5.349,20.067,78.9,1,1,1,1,0,1,0
2026-07-01T21:06:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.129,12.994,-0.109,0.328,0.135,1.127,5.406,20.736,78.6,1,1,1,1,0,1,0
2026-07-01T21:07:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.035,13.004,0.094,-0.01,0.031,1.153,6.015,20.768,82.2,1,1,1,1,0,1,0
2026-07-01T21:08:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.756,13.224,0.279,-0.22,0.468,1.424,6.242,20.876,76.3,1,1,1,1,0,1,0
2026-07-01T21:09:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.99,13.19,-0.234,0.034,0.2,1.32,6.15,21.802,79.8,1,1,1,1,0,1,0
2026-07-01T21:10:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.672,13.223,0.318,-0.033,0.551,1.116,6.53,22.262,85.7,1,1,1,1,0,1,0
2026-07-01T21:11:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,13.039,13.039,-0.367,0.184,0.0,1.436,6.853,23.409,83.5,1,1,1,1,0,1,0
2026-07-01T21:12:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.849,13.074,0.19,-0.035,0.225,1.574,6.809,23.298,82.9,1,1,1,1,0,1,0
2026-07-01T21:13:00Z,SYN-007,train,rain_no_flood,SYNTHETIC-DRAIN-01,1,0,12.638,12.873,0.211,0.201,0.235,1.601,7.325,24.452,83.7,1,1,1,1,0,1,0
